-0.7566100485416157,2.5109546667453975,0.863,0.738,
-0.6965386996642217,1.528613040226513,0.827,0.76,
-0.5455427494325423,0.9516029368800777,0.996,0.729,
-0.03396139967698936,0.4696554449046285,1.024,0.768,
1.1652437766826862,0.49263807788712355,0.799,0.856,
2.8421176350346213,0.5912694331475891,0.722,0.869,
4.9992028562442865,0.831711381210796,0.752,0.829,
6.812745104076618,0.9889619542244387,0.755,0.836,
7.742587215207578,1.2259361087318679,1.015,0.808,
8.045766058365443,1.7243879387400791,1.079,0.892,
8.037866088097113,2.9416151245706668,0.695,0.827,
7.907236548619867,4.393701897299048,0.728,0.849,
7.695554624861572,6.615667600451161,0.739,0.826,
7.460323393109039,8.747022796904304,0.884,0.771,
7.358389028434864,10.598146381827275,0.744,0.884,
7.175466415999863,12.886900918807166,0.728,0.85,
6.94883005388837,15.152046705334499,0.743,0.831,
6.729116530357531,17.454205382522133,0.818,0.845,
6.58578479490487,19.27131589936797,0.723,0.858,
6.385028642804449,21.317224509886337,0.71,0.882,
6.235817845533389,23.068473867608574,0.703,0.858,
6.020466682588016,23.99033018629467,0.918,0.875,
5.121945710557507,24.383730758304672,0.981,0.923,
4.129675356589073,24.463235196919186,0.7,0.891,
2.6435746236728317,24.304168357330653,0.696,0.908,
1.7780999003371016,24.23602812124337,1.659,1.976,
0.1176683226293718,24.095933269008494,0.692,0.911,
-1.4368976620022156,23.937830550145527,0.693,0.916,
-2.3587909897391617,23.7469920916273,1.022,0.921,
-2.6330590711841673,23.12342939132628,0.952,0.886,
-2.59286907859966,21.704313310674213,0.671,0.864,
-2.4924750682178147,20.373135550054588,0.717,0.882,
-2.377487754719105,18.764734691058838,0.698,0.899,
-2.196564362970463,16.341092166738388,0.7,0.901,
-2.0425467978481238,14.542902193801648,0.789,0.891,
-1.8513636594516392,12.756100922356596,0.696,0.895,
-1.7018434741698076,10.606543818837258,0.654,0.92,
-1.5960619712054553,8.673861100957057,0.604,0.985,
-1.4048855794568729,6.672727284783547,0.678,1.001,
-1.177010149196675,4.743809668280329,0.647,1.009,
-1.0341003919843954,3.423393804720971,0.664,0.917,
