2.807188988,-0.444778323,2.0729861,0.89686096
3.311259747,-0.760561109,2.1949515,0.7054396
4.464133263,-1.774149537,2.2726638,0.63472897
4.464133263,-1.774149537,2.2726638,0.63472897
5.221282959,-2.273639917,2.3439202,0.49833283
5.844270229,-2.972489119,2.230877,0.56401825
6.46517086,-3.619707584,2.1964955,0.60041255
7.101451874,-4.00772047,2.4042747,0.5409249
7.380482197,-4.513606548,2.6553035,0.56311435
7.970078468,-4.386343479,3.5602915,0.45888796
8.541027069,-4.117611885,3.9264493,0.67806053
8.550010681,-3.380287886,2.2672255,0.6691532
7.781112671,-1.95037663,1.8074006,1.3418357
7.781112671,-1.95037663,1.8074006,1.3418357
7.07205677,-0.401683331,1.2124488,2.1271
7.07205677,-0.401683331,1.2124488,2.1271
6.829006195,0.493531495,0.7475427,2.6096137
6.773837566,1.538560152,1.2172601,3.6502652
6.954143047,2.515532494,1.6940612,2.628035
7.086990356,3.387153625,2.3863728,2.0655453
7.26938343,4.312493324,2.9202037,1.4514027
7.324782372,5.18098402,3.8070993,0.84980214
7.4009161,5.856376171,2.689906,1.0445758
7.104281902,6.47791338,2.2808423,1.108993
6.313103676,6.859665394,2.92173,1.2109545
5.455048561,6.656904221,1.8358164,0.8759801
4.812912464,6.230146408,1.5378447,0.91757166
4.122275352,5.723853111,1.3616774,1.024247
3.415078163,5.307394505,1.1930959,1.2503116
2.716228008,4.684406757,1.0576717,1.3693118
2.103039265,4.181243896,0.97215927,1.4490789
1.573559284,3.526315212,0.9890746,1.3749995
0.868720055,2.411779642,1.2623758,1.3077881
0.868720055,2.411779642,1.2623758,1.3077881
1.130417824,1.375098825,1.7153189,0.65598017
1.130417824,1.375098825,1.7153189,0.65598017
1.326782227,0.995161653,1.8662698,0.6024851
1.528717995,0.398918033,1.7116811,0.95856535
2.303771973,-0.212577462,1.8556961,1.1299982
